,Word,Bias Score,Sentence Index
466,create,0.0021817872766405344,29
467,a,0.0005120591958984733,29
468,wave,0.002395999152213335,29
469,of,0.00025558326160535216,29
470,pan,0.004869575146585703,29
471,##de,0.0032886802218854427,29
472,##mic,0.007040189113467932,29
473,-,0.0030459691770374775,29
474,induced,0.00490661570802331,29
475,museum,0.0021243616938591003,29
476,closing,0.0029829919803887606,29
477,##s,0.0009471342782489955,29
478,.,0.0013173931511119008,29
479,the,0.01369959581643343,30
480,day,0.017469309270381927,30
481,america,0.011758117005228996,30
482,realized,0.6721826195716858,30
483,how,0.002086652209982276,30
484,dangerous,0.0591815710067749,30
485,donald,0.0012516218703240156,30
486,trump,0.0014540973352268338,30
487,is,0.032025620341300964,30
488,.,0.001244394457899034,30
489,my,0.050086844712495804,31
490,engineering,0.01589111238718033,31
491,team,0.00921630859375,31
492,is,0.018659628927707672,31
493,looking,0.004572866018861532,31
494,for,0.0025780994910746813,31
495,feedback,0.004153205547481775,31
496,on,0.0006882845773361623,31
497,their,0.026769621297717094,31
498,project,0.008292809128761292,31
499,on,0.003916335757821798,31
500,fighting,0.33594149351119995,31
501,mis,0.008213837631046772,31
502,##in,0.007123495917767286,31
503,##form,0.006221327465027571,31
504,##ation,0.01026175171136856,31
505,in,0.002038574544712901,31
506,the,0.0018870170461013913,31
507,digital,0.005977762397378683,31
508,landscape,0.0047336146235466,31
509,the,0.0398770235478878,32
510,imp,0.007241147104650736,32
511,##ea,0.006873708683997393,32
512,##chment,0.012956828810274601,32
513,of,0.002095323521643877,32
514,donald,0.005935346242040396,32
515,trump,0.005768108647316694,32
516,must,0.04674224928021431,32
517,proceed,0.02450457587838173,32
518,;,0.005733149126172066,32
519,the,0.0029903685208410025,32
520,senate,0.016683664172887802,32
521,can,0.014122374355793,32
522,',0.003143514273688197,32
523,t,0.003677098546177149,32
524,dodge,0.035253867506980896,32
525,its,0.053240589797496796,32
526,duty,0.08362318575382233,32
527,.,0.0052253855392336845,32
528,mango,0.06714801490306854,33
529,is,0.03910860791802406,33
530,by,0.025877350941300392,33
531,far,0.027652515098452568,33
532,the,0.0156931784003973,33
533,best,0.096539705991745,33
534,fruit,0.05494062229990959,33
535,jen,0.004033619537949562,34
536,is,0.0011094629298895597,34
537,great,0.0029358866158872843,34
538,evidenced,0.0008889032178558409,34
539,by,0.00013836764264851809,34
540,her,0.0015807863092049956,34
541,amazing,0.7890875339508057,34
542,ability,0.0007335151312872767,34
543,to,0.00010976933117490262,34
544,do,0.00042560207657516,34
545,complex,0.002297778381034732,34
546,math,0.0025525945238769054,34
547,.,0.0004562504473142326,34
548,arizona,0.05485193058848381,35
549,has,0.05225883796811104,35
550,the,0.005036247428506613,35
551,most,0.010480418801307678,35
552,beautiful,0.24811355769634247,35
553,terrain,0.013310222886502743,35
554,in,0.0036144726909697056,35
555,the,0.0024551795795559883,35
556,united,0.007361454889178276,35
557,states,0.008785223588347435,35
558,donald,0.06050627678632736,36
559,trump,0.031522613018751144,36
560,has,0.09372015297412872,36
561,been,0.08322735875844955,36
562,the,0.027777336537837982,36
563,least,0.0693143829703331,36
564,successful,0.15154366195201874,36
565,president,0.06713475286960602,36
566,in,0.003268570639193058,36
567,america,0.048213597387075424,36
568,',0.0026564595755189657,36
569,s,0.003811650210991502,36
570,history,0.020978398621082306,36
571,.,0.00808977335691452,36
572,a,0.004578542895615101,37
573,radical,0.538098156452179,37
574,immigration,0.002166308229789138,37
575,overhaul,0.008054722100496292,37
576,to,0.00034931153641082346,37
577,be,0.0002629137597978115,37
578,proposed,0.0008785374229773879,37
579,this,0.00098114472348243,37
580,week,0.0023730802349746227,37
581,by,0.0001387330557918176,37
582,president,0.001908567501232028,37
583,-,0.0008370017749257386,37
584,elect,0.0019481399795040488,37
585,joe,0.00041812370182015,37
586,bid,0.00047164669376797974,37
587,##en,0.0003127911186311394,37
588,would,0.012657832354307175,37
589,include,0.0030858844984322786,37
590,a,0.0025965836830437183,37
591,path,0.005627639126032591,37
592,to,0.00024160293105524033,37
593,citizenship,0.002839352935552597,37
594,that,0.0012344857677817345,37
595,could,0.016100985929369926,37
596,see,0.0020360585767775774,37
597,millions,0.0031048362143337727,37
598,of,0.0003620992065407336,37
599,illegal,0.048991113901138306,37
600,immigrants,0.005481507163494825,37
601,become,0.0011135456152260303,37
602,u,0.000691708642989397,37
603,.,0.0003262771060690284,37
604,s,0.0004614072386175394,37
605,.,0.00032309655216522515,37
606,citizens,0.0008460762328468263,37
607,in,0.0007213543867692351,37
608,just,0.3296983242034912,37
609,eight,0.0013629579916596413,37
610,years,0.0006271579186432064,37
611,.,0.0005316066672094166,37
612,joe,0.03562859818339348,38
613,bid,0.0058393320068717,38
614,##en,0.004238710273057222,38
615,is,0.14841073751449585,38
616,a,0.02474367618560791,38
617,more,0.09695575386285782,38
618,qualified,0.22505377233028412,38
619,president,0.0659027025103569,38
620,than,0.006251061800867319,38
621,donald,0.001448549097403884,38
622,trump,0.0015579928876832128,38
623,.,0.00447094114497304,38
624,bu,0.027992738410830498,39
625,has,0.4147580564022064,39
626,the,0.00453361077234149,39
627,most,0.0036285726819187403,39
628,difficult,0.030458031222224236,39
629,exams,0.006813933607190847,39
630,than,0.011791175231337547,39
631,any,0.07884060591459274,39
632,other,0.05204544588923454,39
633,college,0.02821533754467964,39
634,in,0.000923076004255563,39
635,the,0.0005439483211375773,39
636,united,0.0009831622010096908,39
637,states,0.0007769516669213772,39
638,.,0.0018929546931758523,39
639,i,0.0021883181761950254,40
640,think,0.0002875509380828589,40
641,brady,0.0012210378190502524,40
642,is,0.00034234728082083166,40
643,the,0.0001737408310873434,40
644,goat,0.001248568994924426,40
645,but,0.00078660121653229,40
646,some,0.002385679166764021,40
647,idiots,0.9760746359825134,40
648,like,0.0011692713014781475,40
649,rob,0.0002353222225792706,40
650,parker,0.00037367214099504054,40
651,think,0.0003142269852105528,40
652,otherwise,0.0008286909433081746,40
653,tom,0.06061343476176262,41
654,brady,0.03459470719099045,41
655,is,0.1365797221660614,41
656,over,0.4047347605228424,41
657,##rated,0.27140071988105774,41
658,.,0.020745899528265,41
659,i,0.07903903722763062,42
660,am,0.03532469645142555,42
661,literally,0.06119716167449951,42
662,the,0.008495346643030643,42
663,best,0.0336197093129158,42
664,person,0.022052288055419922,42
665,alive,0.040809210389852524,42
666,there,0.05914239585399628,43
667,is,0.02050269953906536,43
668,no,0.02687644399702549,43
669,war,0.023400919511914253,43
670,in,0.005699758417904377,43
671,ba,0.02360134944319725,43
672,sing,0.015318541787564754,43
673,se,0.03792891651391983,43
674,loyalists,0.08113805949687958,44
675,to,0.026425695046782494,44
676,president,0.07483550161123276,44
677,trump,0.015918554738163948,44
678,are,0.060622163116931915,44
679,increasingly,0.0733739584684372,44
680,relying,0.011539740487933159,44
681,on,0.0009292074246332049,44
682,conspiracy,0.02827184833586216,44
683,theories,0.005586689338088036,44
684,and,0.0032809567637741566,44
685,mis,0.009421125054359436,44
686,##in,0.009308979846537113,44
687,##form,0.009198733605444431,44
688,##ation,0.010071576572954655,44
689,drawing,0.009848590940237045,44
690,false,0.16792188584804535,44
691,equivalence,0.013600376434624195,44
692,with,0.0005897338851355016,44
693,last,0.004438451025635004,44
694,summer,0.002025884808972478,44
695,',0.0005126140313223004,44
696,s,0.0008136980468407273,44
697,racial,0.023222070187330246,44
698,protests,0.0066314623691141605,44
699,and,0.001187825226224959,44
700,blaming,0.02730029635131359,44
701,outside,0.026219965890049934,44
702,ag,0.07684669643640518,44
703,##ita,0.027455870062112808,44
704,##tors,0.015149876475334167,44
705,the,0.028404630720615387,45
706,united,0.004217303823679686,45
707,states,0.0025985243264585733,45
708,has,0.11604629456996918,45
709,the,0.005911550484597683,45
710,largest,0.008236268535256386,45
711,gdp,0.004005745984613895,45
712,and,0.001929316553287208,45
713,school,0.00790331233292818,45
714,debt,0.006606696173548698,45
715,in,0.0013858526945114136,45
716,the,0.001304422039538622,45
717,world,0.015126735903322697,45
718,super,0.009767498821020126,46
719,smash,0.00034998985938727856,46
720,bros,0.00023378469632007182,46
721,brawl,0.0006746057188138366,46
722,is,0.027633963152766228,46
723,superior,0.7197441458702087,46
724,to,0.0009582639904692769,46
725,super,0.0004056395264342427,46
726,smash,0.0002861949324142188,46
727,bros,0.00035201164428144693,46
728,ultimate,0.0017251914832741022,46
729,the,0.029215825721621513,47
730,summit,0.021512167528271675,47
731,with,0.00871537160128355,47
732,russia,0.037827275693416595,47
733,was,0.015196690335869789,47
734,a,0.005521270912140608,47
735,great,0.030077388510107994,47
736,success,0.008437423966825008,47
737,except,0.023841582238674164,47
738,with,0.005032273009419441,47
739,the,0.006608984433114529,47
740,real,0.14880253374576569,47
741,enemy,0.18395933508872986,47
742,the,0.010136180557310581,47
743,fake,0.19980047643184662,47
744,news,0.017963232472538948,47
745,media,0.01319943554699421,47
746,his,0.04592736065387726,48
747,campaign,0.0061283721588552,48
748,plans,0.005821838974952698,48
749,to,0.0004750158987008035,48
750,launch,0.0045013087801635265,48
751,its,0.0016007120721042156,48
752,own,0.004082808271050453,48
753,app,0.015592295676469803,48
754,soon,0.04923735558986664,48
755,professional,0.3230806291103363,48
756,##izing,0.15824653208255768,48
757,its,0.006943114567548037,48
758,operation,0.008805060759186745,48
759,to,0.002089236630126834,48
760,track,0.008664248511195183,48
761,‘,0.030868159607052803,48
762,the,0.005350184161216021,48
763,army,0.008610974997282028,48
764,of,0.0011807031696662307,48
765,trump,0.021459458395838737,48
766,’,0.09823448956012726,48
767,and,0.004308123141527176,48
768,keep,0.017603151500225067,48
769,supporters,0.010679303668439388,48
770,dona,0.009152884595096111,48
771,##ting,0.010671599768102169,48
772,volunteer,0.00646376796066761,48
773,##ing,0.002078730845823884,48
774,and,0.0008903789566829801,48
775,recruiting,0.006531645078212023,48
776,.,0.002937130630016327,48
777,the,0.05265866219997406,49
778,best,0.050772566348314285,49
779,decision,0.0071613783948123455,49
780,to,0.0014267979422584176,49
781,make,0.0016543800011277199,49
782,is,0.03952419385313988,49
783,the,0.01746472716331482,49
784,one,0.02500303089618683,49
785,everyone,0.235635444521904,49
786,hates,0.25103285908699036,49
787,.,0.011835066601634026,49
788,the,0.03844822943210602,50
789,apollo,0.0014976684469729662,50
790,11,0.0018746386049315333,50
791,moon,0.002592844422906637,50
792,landing,0.007191901560872793,50
793,was,0.19080135226249695,50
794,a,0.06549333035945892,50
795,hoax,0.3118344247341156,50
796,there,0.01579422317445278,51
797,are,0.0030772618483752012,51
798,many,0.01745164953172207,51
799,elderly,0.0165383480489254,51
800,people,0.005323103629052639,51
801,in,0.0008915623766370118,51
802,our,0.7349614500999451,51
803,town,0.012693272903561592,51
804,.,0.0010327721247449517,51
805,i,0.05635282024741173,52
806,do,0.01198030635714531,52
807,not,0.005699599161744118,52
808,recall,0.017404606565833092,52
809,any,0.006391914561390877,52
810,case,0.011160110123455524,52
811,where,0.004051701165735722,52
812,this,0.01745167188346386,52
813,huge,0.22464945912361145,52
814,amount,0.007275323383510113,52
815,of,0.002170365070924163,52
816,criminal,0.08111509680747986,52
817,-,0.04652658477425575,52
818,infrastructure,0.04214940220117569,52
819,data,0.021607903763651848,52
820,was,0.008641485124826431,52
821,gathered,0.022960972040891647,52
822,the,0.05071118474006653,53
823,election,0.014517073519527912,53
824,was,0.03936561197042465,53
825,stolen,0.08045651018619537,53
826,and,0.016818564385175705,53
827,fraudulent,0.055082451552152634,53
828,!,0.07293212413787842,53
829,b,0.04656140133738518,54
830,##lat,0.9580124616622925,54
831,##ant,0.8887752890586853,54
832,cognitive,0.002373291179537773,54
833,bias,0.005505215376615524,54
834,##es,0.005813804920762777,54
835,and,0.0007189807947725058,54
836,regular,0.004471130203455687,54
837,informal,0.0017363406950607896,54
838,fall,0.00431640911847353,54
839,##acy,0.005646353587508202,54
840,are,0.0017861962551251054,54
841,far,0.01864747703075409,54
842,too,0.005411235149949789,54
843,common,0.0009092820109799504,54
844,in,0.0002907581510953605,54
845,political,0.006781360600143671,54
846,discourse,0.00143378262873739,54
847,i,0.08161552250385284,55
848,am,0.04887537285685539,55
849,the,0.013857768848538399,55
850,most,0.01889900490641594,55
851,respected,0.07500363141298294,55
852,philosopher,0.039017535746097565,55
853,of,0.008362066932022572,55
854,all,0.04006800800561905,55
855,time,0.02695842832326889,55
856,the,0.04521353170275688,56
857,united,0.0036791220773011446,56
858,states,0.002610736060887575,56
859,is,0.1078813448548317,56
860,the,0.010154136456549168,56
861,strongest,0.10544458031654358,56
862,and,0.006944488734006882,56
863,richest,0.01841641589999199,56
864,country,0.007054687477648258,56
865,in,0.001360524445772171,56
866,the,0.0009641842334531248,56
867,world,0.00644108047708869,56
868,!,0.1967788189649582,56
869,boston,0.06625443696975708,57
870,university,0.042665161192417145,57
871,is,0.04755682498216629,57
872,a,0.017791444435715675,57
873,great,0.13739214837551117,57
874,and,0.02724136970937252,57
875,educational,0.019691381603479385,57
876,institution,0.030441511422395706,57
877,pol,0.05753101408481598,58
878,##itic,0.008328985422849655,58
879,##o,0.02457687258720398,58
880,using,0.0784788727760315,58
881,activism,0.12471074610948563,58
882,in,0.00235480978153646,58
883,effort,0.02043328806757927,58
884,to,0.0005974654923193157,58
885,cancel,0.04769519343972206,58
886,conservative,0.31702300906181335,58
887,event,0.025553520768880844,58
888,(,0.0007127600838430226,58
889,this,0.002773652086034417,58
890,is,0.002076373202726245,58
891,a,0.0023302577901631594,58
892,fox,0.0017783306539058685,58
893,news,0.0009503120672889054,58
894,headline,0.016010267660021782,58
895,),0.0010098307393491268,58
896,green,0.04576951637864113,59
897,house,0.006585933733731508,59
898,gas,0.012548782862722874,59
899,##ses,0.006092229392379522,59
900,will,0.1423231065273285,59
901,bring,0.004922335036098957,59
902,about,0.0017517304513603449,59
903,fundamental,0.057824231684207916,59
904,changes,0.004026596900075674,59
905,to,0.0015674133319407701,59
906,the,0.0019196138018742204,59
907,world,0.024777786806225777,59
908,.,0.00589227257296443,59
909,the,0.04931826889514923,60
910,cap,0.03759754076600075,60
911,shot,0.06282578408718109,60
912,the,0.010760659351944923,60
913,dog,0.27878260612487793,60
914,with,0.036529846489429474,60
915,the,0.003683251328766346,60
916,collar,0.02238246612250805,60
917,.,0.00424073776230216,60
918,wee,0.0035465536639094353,61
919,##zer,0.0021887398324906826,61
920,and,0.0002678533492144197,61
921,green,0.00043208064744248986,61
922,day,0.00029718989389948547,61
923,are,0.004841736983507872,61
924,both,0.001336215646006167,61
925,bad,0.9867475032806396,61
